Departure Time (HH:MM:SS),Distance (m),Flows,Speed,Time Taken (s),Vehicle Type
20:00:17,11201,300,118.94867256637168,339,1
20:00:37,11201,300,114.23116147308782,353,1
20:00:26,11201,300,106.39472295514511,379,15
20:00:07,11201,300,100.80900000000001,400,1
20:00:10,11201,300,101.06165413533836,399,1
20:00:29,11201,300,103.65964010282777,389,1
20:00:39,11201,300,105.55916230366492,382,12
20:01:12,11201,300,112.00999999999999,360,1
20:00:47,11201,300,100.30746268656716,402,1
20:00:52,11201,300,96.69928057553956,417,1
20:01:26,11201,300,104.46528497409327,386,1
20:01:53,11201,300,112.00999999999999,360,1
20:01:01,11201,300,97.6358353510896,413,1
20:01:33,11201,300,102.86632653061226,392,1
20:01:07,11201,300,95.55355450236966,422,1
20:01:13,11201,300,96.46794258373207,418,1
20:00:28,11201,300,86.71741935483871,465,1
20:00:40,11201,300,88.62329670329672,455,12
20:00:41,11201,300,88.62329670329672,455,12
20:00:45,11201,300,89.01456953642383,453,1
20:01:51,11201,300,103.92680412371135,388,1
20:01:37,11201,300,99.56444444444445,405,1
20:01:46,11201,300,99.81089108910892,404,1
20:01:32,11201,300,95.55355450236966,422,1
20:01:35,11201,300,95.32765957446809,423,1
20:01:54,11201,300,99.81089108910892,404,1
20:01:20,11201,300,91.22986425339367,442,1
20:01:44,11201,300,94.65633802816902,426,1
20:01:58,11201,300,97.4,414,1
20:02:13,11201,300,100.80900000000001,400,1
20:02:47,11201,300,106.95915119363396,377,1
20:02:46,11201,300,106.11473684210526,380,1
20:03:10,11201,300,111.39116022099448,362,1
20:02:07,11201,300,94.21401869158879,428,1
20:02:01,11201,300,92.69793103448275,435,1
20:01:52,11201,300,90.61483146067417,445,1
20:02:48,11201,300,102.86632653061226,392,1
20:02:19,11201,300,93.55823665893273,431,1
20:02:22,11201,300,91.64454545454545,440,14
20:01:42,11201,300,83.83284823284824,481,1
20:03:06,11201,300,101.57078085642317,397,1
20:01:59,11201,300,86.71741935483871,465,1
20:01:48,11201,300,84.35899581589959,478,1
20:01:50,11201,300,84.53584905660378,477,1
20:03:03,11201,300,98.83235294117647,408,14
20:03:17,11201,300,99.56444444444445,405,1
20:02:31,11201,300,89.21150442477877,452,1
20:03:21,11201,300,99.56444444444445,405,12
20:03:12,11201,300,96.93173076923077,416,1
20:03:48,11201,300,104.73662337662337,385,1
20:03:44,11201,300,103.39384615384616,390,1
20:03:22,11201,300,97.16530120481929,415,1
20:03:35,11201,300,97.4,414,1
20:03:43,11201,300,96.00857142857143,420,1
20:03:47,11201,300,95.55355450236966,422,1
20:02:08,11201,300,77.10057361376673,523,1
20:02:25,11201,300,79.5337278106509,507,1
20:02:28,11201,300,79.5337278106509,507,14
20:03:54,11201,300,95.32765957446809,423,12
20:02:30,11201,300,79.5337278106509,507,1
20:04:33,11201,300,104.73662337662337,385,1
20:02:36,11201,300,80.16620278330019,503,12
20:02:52,11201,300,82.63032786885246,488,1
20:03:27,11201,300,88.62329670329672,455,1
20:04:10,11201,300,96.69928057553956,417,1
20:04:32,11201,300,101.06165413533836,399,1
20:04:04,11201,300,93.55823665893273,431,1
20:04:49,11201,300,101.31557788944724,398,1
20:05:12,11201,300,107.2436170212766,376,1
20:03:37,11201,300,85.43135593220339,472,1
20:04:40,11201,300,98.59070904645478,409,1
20:03:45,11201,300,86.71741935483871,465,1
20:05:09,11201,300,105.55916230366492,382,1
20:04:55,11201,300,97.6358353510896,413,1
20:04:22,11201,300,88.81850220264317,454,1
20:04:58,11201,300,92.69793103448275,435,1
20:05:11,11201,300,95.32765957446809,423,1
20:03:56,11201,300,79.69090909090909,506,1
20:04:25,11201,300,84.35899581589959,478,1
20:04:06,11201,300,80.80881763527054,499,1
20:04:18,11201,300,82.63032786885246,488,1
20:04:51,11201,300,85.43135593220339,472,1
20:04:20,11201,300,79.84871287128713,505,1
20:04:52,11201,300,84.89178947368421,475,1
20:05:10,11201,300,88.04279475982533,458,1
20:05:13,11201,300,87.09200863930886,463,1
20:05:32,11201,300,90.61483146067417,445,1
20:05:15,11201,300,87.28051948051947,462,1
20:05:28,11201,300,89.21150442477877,452,14
20:05:25,11201,300,88.42894736842105,456,1
20:05:27,11201,300,86.16153846153847,468,12
20:05:33,11201,300,87.28051948051947,462,1
20:05:51,11201,300,90.61483146067417,445,1
20:05:40,11201,300,88.42894736842105,456,1
20:06:05,11201,300,93.34166666666667,432,1
20:06:09,11201,300,94.21401869158879,428,1
20:06:45,11201,300,102.60458015267176,393,1
20:06:22,11201,300,96.69928057553956,417,12
20:06:31,11201,300,98.59070904645478,409,12
20:05:34,11201,300,86.16153846153847,468,13
20:05:35,11201,300,86.16153846153847,468,1
20:05:43,11201,300,87.46984815618221,461,1
20:05:52,11201,300,89.01456953642383,453,1
20:06:21,11201,300,94.65633802816902,426,1
20:06:10,11201,300,91.22986425339367,442,1
20:06:23,11201,300,90.41165919282511,446,1
20:06:51,11201,300,95.10283018867925,424,1
20:06:43,11201,300,88.62329670329672,455,1
20:06:53,11201,300,88.62329670329672,455,1
20:06:47,11201,300,87.09200863930886,463,1
20:07:19,11201,300,92.27368421052631,437,1
20:07:30,11201,300,94.65633802816902,426,1
20:07:47,11201,300,95.78052256532067,421,1
20:06:33,11201,300,80.64720000000001,500,1
20:07:21,11201,300,89.01456953642383,453,1
20:07:39,11201,300,91.85330296127563,439,1
20:08:15,11201,300,99.07518427518428,407,1
20:06:49,11201,300,81.13400402414487,497,1
20:06:41,11201,300,78.45058365758754,514,12
20:06:56,11201,300,80.80881763527054,499,1
20:08:07,11201,300,93.99440559440559,429,1
20:09:35,11201,300,116.20634005763688,347,1
20:08:40,11201,300,100.05856079404467,403,1
20:07:02,11201,300,79.5337278106509,507,1
20:08:02,11201,300,89.608,450,12
20:08:36,11201,300,96.23770883054893,419,1
20:08:32,11201,300,95.10283018867925,424,1
20:07:48,11201,300,85.79489361702127,470,1
20:07:38,11201,300,83.48571428571428,483,1
20:08:52,11201,300,98.59070904645478,409,1
20:09:45,11201,300,110.17377049180328,366,1
20:09:30,11201,300,104.73662337662337,385,1
20:08:26,11201,300,89.608,450,1
20:08:28,11201,300,88.81850220264317,454,1
20:08:54,11201,300,92.91152073732718,434,1
20:09:16,11201,300,93.77581395348838,430,1
20:09:34,11201,300,97.16530120481929,415,1
20:09:49,11201,300,99.3192118226601,406,12
20:10:12,11201,300,105.00937499999999,384,1
20:06:26,11201,300,65.9960720130933,611,13
20:06:52,11201,300,68.81160409556314,586,12
20:07:09,11201,300,70.61926444833625,571,1
20:07:06,11201,300,69.88492201039863,577,14
20:08:05,11201,300,77.69479768786128,519,1
20:10:11,11201,300,102.08506329113925,395,1
20:07:26,11201,300,71.87807486631016,561,13
20:07:45,11201,300,74.26077348066299,543,12
20:07:34,11201,300,72.39425493716338,557,14
20:07:54,11201,300,74.81187384044527,539,1
20:08:18,11201,300,78.14651162790697,516,1
20:09:59,11201,300,96.93173076923077,416,1
20:08:20,11201,300,78.14651162790697,516,1
20:08:24,11201,300,78.45058365758754,514,1
20:09:42,11201,300,92.48532110091743,436,12
20:09:04,11201,300,84.89178947368421,475,1
20:09:37,11201,300,90.81891891891892,444,1
20:09:14,11201,300,86.16153846153847,468,1
20:09:56,11201,300,93.99440559440559,429,1
20:10:04,11201,300,95.32765957446809,423,14
20:10:41,11201,300,104.46528497409327,386,1
20:10:15,11201,300,96.00857142857143,420,1
20:10:29,11201,300,99.07518427518428,407,1
20:09:39,11201,300,88.04279475982533,458,1
20:09:32,11201,300,86.53133047210301,466,1
20:10:08,11201,300,93.77581395348838,430,1
20:10:56,11201,300,102.08506329113925,395,1
20:10:49,11201,300,99.3192118226601,406,1
20:11:37,11201,300,108.39677419354838,372,1
20:10:39,11201,300,91.85330296127563,439,14
20:11:45,11201,300,107.81711229946524,374,1
20:09:40,11201,300,80.32589641434262,502,1
20:11:40,11201,300,104.1953488372093,387,1
20:11:08,11201,300,94.87905882352942,425,1
20:11:02,11201,300,93.34166666666667,432,1
20:11:46,11201,300,103.92680412371135,388,1
20:11:24,11201,300,92.06301369863013,438,1
20:12:13,11201,300,103.39384615384616,390,1
20:11:36,11201,300,93.77581395348838,430,12
20:12:11,11201,300,100.55760598503741,401,1
20:12:25,11201,300,102.60458015267176,393,1
