Departure Time (HH:MM:SS),Distance (m),Flows,Speed,Time Taken (s),Vehicle Type
20:00:17,11201,300,115.5404011461318,349,1
20:00:00,11201,300,107.81711229946524,374,12
20:00:25,11201,300,102.86632653061226,392,12
20:00:19,11201,300,100.80900000000001,400,1
20:00:06,11201,300,96.93173076923077,416,1
20:00:02,11201,300,93.77581395348838,430,1
20:00:47,11201,300,103.65964010282777,389,1
20:00:36,11201,300,99.3192118226601,406,1
20:01:03,11201,300,106.11473684210526,380,1
20:01:11,11201,300,108.39677419354838,372,1
20:00:35,11201,300,97.4,414,1
20:00:30,11201,300,91.85330296127563,439,14
20:00:27,11201,300,91.22986425339367,442,1
20:01:13,11201,300,101.57078085642317,397,1
20:01:39,11201,300,108.39677419354838,372,1
20:01:17,11201,300,102.34416243654822,394,1
20:01:35,11201,300,106.39472295514511,379,1
20:01:37,11201,300,105.55916230366492,382,1
20:00:20,11201,300,83.83284823284824,481,13
20:00:26,11201,300,84.71344537815126,476,1
20:00:50,11201,300,89.01456953642383,453,1
20:00:46,11201,300,88.04279475982533,458,1
20:00:52,11201,300,88.23544857768053,457,12
20:01:51,11201,300,99.81089108910892,404,1
20:01:41,11201,300,91.43673469387755,441,14
20:02:52,11201,300,108.68894878706199,371,1
20:02:25,11201,300,99.81089108910892,404,1
20:00:58,11201,300,81.79229208924949,493,13
20:01:02,11201,300,82.2930612244898,490,1
20:01:25,11201,300,86.16153846153847,468,1
20:01:42,11201,300,89.01456953642383,453,1
20:02:00,11201,300,92.48532110091743,436,1
20:01:18,11201,300,84.35899581589959,478,14
20:01:47,11201,300,89.21150442477877,452,14
20:02:47,11201,300,99.3192118226601,406,1
20:01:08,11201,300,78.45058365758754,514,1
20:01:12,11201,300,78.91115459882583,511,1
20:01:27,11201,300,80.9710843373494,498,1
20:01:29,11201,300,81.13400402414487,497,1
20:01:46,11201,300,83.65892116182573,482,1
20:02:13,11201,300,84.53584905660378,477,13
20:01:48,11201,300,80.16620278330019,503,13
20:02:58,11201,300,93.12609699769052,433,1
20:02:41,11201,300,89.40931263858093,451,1
20:02:46,11201,300,90.41165919282511,446,14
20:03:05,11201,300,94.21401869158879,428,1
20:03:04,11201,300,93.77581395348838,430,1
20:02:59,11201,300,92.48532110091743,436,1
