Departure Time (HH:MM:SS),Distance (m),Flows,Speed,Time Taken (s),Vehicle Type
20:00:57,11201,300,103.12941176470589,391,1
20:00:43,11201,300,94.87905882352942,425,12
20:00:24,11201,300,87.85098039215687,459,1
20:00:08,11201,300,84.18288100208768,479,13
20:00:29,11201,300,87.66000000000001,460,1
20:00:12,11201,300,84.35899581589959,478,12
20:00:45,11201,300,85.61273885350319,471,1
20:01:14,11201,300,91.02392776523702,443,1
20:00:42,11201,300,81.62672064777328,494,1
20:00:46,11201,300,81.79229208924949,493,12
20:01:20,11201,300,84.89178947368421,475,1
20:01:29,11201,300,82.63032786885246,488,1
20:01:30,11201,300,82.63032786885246,488,1
20:00:14,11201,300,70.4958041958042,572,1
20:01:40,11201,300,81.62672064777328,494,1
20:01:51,11201,300,82.97037037037038,486,1
20:02:27,11201,300,87.85098039215687,459,12
20:00:18,11201,300,68.3450847457627,590,1
20:01:01,11201,300,73.58321167883213,548,1
20:02:00,11201,300,82.46134969325153,489,1
20:02:36,11201,300,88.04279475982533,458,1
20:01:44,11201,300,76.80685714285715,525,12
20:03:15,11201,300,92.69793103448275,435,1
20:03:14,11201,300,90.61483146067417,445,1
20:02:06,11201,300,78.45058365758754,514,1
20:02:57,11201,300,86.34603854389721,467,1
20:01:50,11201,300,75.0905027932961,537,1
20:00:22,11201,300,64.20955414012738,628,1
20:02:35,11201,300,81.46181818181819,495,1
20:00:30,11201,300,64.93333333333334,621,12
20:00:32,11201,300,64.93333333333334,621,1
20:01:23,11201,300,70.4958041958042,572,1
20:01:09,11201,300,68.57755102040817,588,14
20:01:06,11201,300,67.99932546374367,593,12
20:01:35,11201,300,71.369203539823,565,1
20:02:40,11201,300,79.06588235294117,510,1
20:02:52,11201,300,79.37716535433071,508,1
20:03:08,11201,300,81.62672064777328,494,1
20:02:59,11201,300,79.69090909090909,506,1
20:02:58,11201,300,79.22121807465618,509,12
20:03:16,11201,300,81.95853658536585,492,1
20:02:48,11201,300,76.80685714285715,525,1
20:01:43,11201,300,67.206,600,1
20:03:26,11201,300,76.0822641509434,530,1
20:03:41,11201,300,78.14651162790697,516,1
20:03:42,11201,300,78.14651162790697,516,1
20:03:57,11201,300,80.32589641434262,502,1
20:03:32,11201,300,75.93898305084745,531,12
20:03:52,11201,300,78.75703125,512,1
20:04:48,11201,300,88.42894736842105,456,1
20:04:30,11201,300,84.89178947368421,475,1
20:04:57,11201,300,89.608,450,1
20:03:29,11201,300,74.95092936802973,538,1
20:04:19,11201,300,82.46134969325153,489,12
20:03:37,11201,300,75.79624060150375,532,1
20:04:01,11201,300,79.22121807465618,509,1
20:04:59,11201,300,89.21150442477877,452,1
20:01:42,11201,300,61.84601226993865,652,1
20:02:07,11201,300,64.20955414012738,628,1
20:03:49,11201,300,76.51537001897533,527,1
20:02:25,11201,300,65.88823529411765,612,1
20:04:05,11201,300,78.60350877192982,513,1
20:02:14,11201,300,64.62115384615386,624,12
20:02:53,11201,300,68.69437819420783,587,1
20:02:55,11201,300,68.81160409556314,586,1
20:05:11,11201,300,89.40931263858093,451,12
20:02:56,11201,300,68.69437819420783,587,1
20:03:09,11201,300,70.128,575,1
20:03:30,11201,300,72.52446043165467,556,1
20:03:06,11201,300,69.52344827586207,580,1
20:03:24,11201,300,71.6227353463588,563,1
20:04:13,11201,300,78.29825242718447,515,1
20:04:16,11201,300,78.60350877192982,513,1
20:03:47,11201,300,74.12426470588235,544,1
20:03:44,11201,300,73.44918032786885,549,1
20:05:53,11201,300,94.43466042154567,427,1
20:05:17,11201,300,84.35899581589959,478,1
20:04:10,11201,300,73.71773308957953,547,1
20:04:07,11201,300,73.05000000000001,552,1
20:05:04,11201,300,81.29758064516129,496,1
20:04:39,11201,300,77.39654510556622,521,1
20:04:42,11201,300,77.5453846153846,520,12
20:05:27,11201,300,84.71344537815126,476,1
20:05:30,11201,300,84.71344537815126,476,1
20:05:29,11201,300,81.79229208924949,493,1
20:05:52,11201,300,82.8,487,1
20:06:11,11201,300,85.79489361702127,470,1
20:04:50,11201,300,72.13524150268337,559,1
20:04:52,11201,300,72.26451612903226,558,1
20:04:56,11201,300,72.52446043165467,556,1
20:06:09,11201,300,82.97037037037038,486,1
20:06:00,11201,300,80.64720000000001,500,1
20:05:14,11201,300,73.05000000000001,552,1
20:06:28,11201,300,84.18288100208768,479,1
20:05:16,11201,300,73.05000000000001,552,12
20:05:35,11201,300,75.51235955056181,534,1
20:05:28,11201,300,74.26077348066299,543,1
20:07:13,11201,300,92.06301369863013,438,12
20:05:46,11201,300,76.66083650190114,526,12
20:06:22,11201,300,82.1254582484725,491,1
20:06:23,11201,300,80.16620278330019,503,1
20:06:38,11201,300,81.46181818181819,495,1
20:06:17,11201,300,76.51537001897533,527,1
20:06:30,11201,300,77.84478764478764,518,1
20:06:43,11201,300,79.69090909090909,506,1
20:07:53,11201,300,92.27368421052631,437,1
20:07:19,11201,300,85.61273885350319,471,1
20:07:32,11201,300,84.53584905660378,477,1
20:05:57,11201,300,68.69437819420783,587,1
20:05:54,11201,300,67.206,600,1
20:05:58,11201,300,67.43076923076923,598,1
20:07:49,11201,300,82.8,487,1
20:06:13,11201,300,68.92923076923077,585,14
20:07:24,11201,300,78.29825242718447,515,12
20:08:09,11201,300,85.43135593220339,472,1
20:06:18,11201,300,69.16569468267582,583,1
20:06:20,11201,300,69.16569468267582,583,1
20:08:04,11201,300,84.18288100208768,479,1
20:07:34,11201,300,78.91115459882583,511,1
20:07:59,11201,300,81.79229208924949,493,14
20:06:58,11201,300,69.40378657487092,581,12
20:07:10,11201,300,70.61926444833625,571,12
20:07:25,11201,300,72.39425493716338,557,1
20:07:27,11201,300,72.39425493716338,557,1
20:07:16,11201,300,70.74315789473684,570,14
20:07:35,11201,300,72.91790235081375,553,1
20:07:30,11201,300,72.00642857142857,560,1
20:07:43,11201,300,72.00642857142857,560,1
20:07:40,11201,300,71.49574468085106,564,1
20:08:13,11201,300,75.79624060150375,532,14
20:07:52,11201,300,72.78628158844765,554,1
20:08:25,11201,300,77.39654510556622,521,1
20:08:07,11201,300,74.67333333333335,540,1
20:08:44,11201,300,80.16620278330019,503,12
20:09:15,11201,300,85.2507399577167,473,1
20:08:14,11201,300,75.37121495327104,535,1
20:09:03,11201,300,82.97037037037038,486,1
20:08:16,11201,300,75.51235955056181,534,1
20:09:09,11201,300,83.83284823284824,481,1
20:09:00,11201,300,82.1254582484725,491,12
20:08:56,11201,300,81.29758064516129,496,1
20:08:59,11201,300,81.79229208924949,493,1
20:08:54,11201,300,80.80881763527054,499,1
20:08:15,11201,300,74.39778597785978,542,1
20:08:18,11201,300,74.67333333333335,540,1
20:09:08,11201,300,80.64720000000001,500,14
20:08:57,11201,300,78.91115459882583,511,12
20:09:44,11201,300,79.84871287128713,505,1
20:09:55,11201,300,81.46181818181819,495,1
20:11:11,11201,300,96.23770883054893,419,1
20:11:00,11201,300,93.12609699769052,433,1
20:09:47,11201,300,79.5337278106509,507,1
20:09:38,11201,300,77.84478764478764,518,1
20:09:17,11201,300,74.39778597785978,542,1
20:10:01,11201,300,79.5337278106509,507,12
20:10:19,11201,300,81.62672064777328,494,1
20:10:48,11201,300,86.16153846153847,468,1
20:09:57,11201,300,77.10057361376673,523,1
20:10:21,11201,300,79.69090909090909,506,14
20:09:11,11201,300,69.88492201039863,577,13
20:10:49,11201,300,83.14144329896908,485,1
20:09:53,11201,300,73.31563636363637,550,14
20:11:04,11201,300,83.83284823284824,481,1
20:10:27,11201,300,77.24827586206897,522,1
20:11:34,11201,300,88.42894736842105,456,1
20:11:15,11201,300,83.31322314049588,484,1
20:11:12,11201,300,81.95853658536585,492,1
20:09:24,11201,300,66.65057851239669,605,1
20:09:27,11201,300,66.87164179104477,603,1
20:09:31,11201,300,67.09417637271214,601,12
20:11:35,11201,300,84.35899581589959,478,1
20:09:50,11201,300,69.0472602739726,584,14
20:10:04,11201,300,70.4958041958042,572,1
20:10:09,11201,300,70.86748681898068,569,1
20:10:08,11201,300,69.88492201039863,577,1
20:10:31,11201,300,72.52446043165467,556,1
20:11:05,11201,300,77.10057361376673,523,1
20:11:06,11201,300,76.95343511450382,524,1
20:11:14,11201,300,78.14651162790697,516,12
20:11:27,11201,300,78.91115459882583,511,1
20:11:50,11201,300,79.37716535433071,508,12
20:11:38,11201,300,75.93898305084745,531,14
20:12:02,11201,300,79.37716535433071,508,1
20:12:12,11201,300,80.32589641434262,502,1
20:12:40,11201,300,82.46134969325153,489,1
20:11:10,11201,300,69.0472602739726,584,1
20:11:28,11201,300,70.99225352112677,568,1
20:12:48,11201,300,81.95853658536585,492,1
20:12:46,11201,300,81.13400402414487,497,1
20:13:03,11201,300,82.46134969325153,489,1
20:13:35,11201,300,85.2507399577167,473,1
20:13:23,11201,300,82.8,487,1
20:13:10,11201,300,78.60350877192982,513,1
20:13:34,11201,300,82.2930612244898,490,1
20:13:45,11201,300,83.65892116182573,482,1
20:14:22,11201,300,90.00803571428571,448,1
20:13:00,11201,300,75.79624060150375,532,1
20:13:18,11201,300,77.39654510556622,521,1
20:13:47,11201,300,81.79229208924949,493,1
20:14:01,11201,300,83.14144329896908,485,14
20:14:07,11201,300,83.83284823284824,481,1
20:12:15,11201,300,67.206,600,1
20:13:24,11201,300,75.65403377110694,533,1
20:14:23,11201,300,84.35899581589959,478,12
20:13:31,11201,300,74.81187384044527,539,13
20:13:52,11201,300,77.5453846153846,520,1
20:13:53,11201,300,77.24827586206897,522,1
20:14:32,11201,300,83.14144329896908,485,1
20:11:43,11201,300,60.09478390461997,671,13
20:11:42,11201,300,59.916196136701345,673,1
20:12:31,11201,300,64.41469648562301,626,1
20:12:00,11201,300,61.09636363636364,660,14
20:14:47,11201,300,81.79229208924949,493,1
20:15:13,11201,300,86.16153846153847,468,12
20:12:14,11201,300,62.22777777777778,648,12
20:15:11,11201,300,85.43135593220339,472,12
20:12:45,11201,300,65.24854368932039,618,1
20:14:55,11201,300,82.46134969325153,489,12
20:14:37,11201,300,79.37716535433071,508,1
20:12:52,11201,300,65.78075040783034,613,1
20:14:44,11201,300,80.16620278330019,503,1
20:13:07,11201,300,67.206,600,12
20:13:06,11201,300,66.87164179104477,603,1
20:13:16,11201,300,67.77075630252101,595,1
20:15:08,11201,300,83.48571428571428,483,1
20:14:39,11201,300,78.60350877192982,513,12
20:14:46,11201,300,79.69090909090909,506,1
20:14:30,11201,300,76.95343511450382,524,1
20:13:28,11201,300,68.69437819420783,587,12
20:13:30,11201,300,68.81160409556314,586,1
20:13:54,11201,300,71.6227353463588,563,1
20:13:57,11201,300,71.75017793594306,562,1
20:13:58,11201,300,71.75017793594306,562,1
20:14:03,11201,300,72.13524150268337,559,1
20:14:15,11201,300,73.58321167883213,548,1
20:14:17,11201,300,73.58321167883213,548,12
20:15:07,11201,300,80.9710843373494,498,1
20:14:27,11201,300,74.81187384044527,539,12
20:16:00,11201,300,90.20939597315436,447,1
20:14:25,11201,300,72.91790235081375,553,1
20:14:28,11201,300,73.18257713248639,551,1
20:16:13,11201,300,87.85098039215687,459,1
20:15:04,11201,300,75.93898305084745,531,14
20:15:09,11201,300,76.37045454545455,528,1
20:15:52,11201,300,82.97037037037038,486,1
20:16:05,11201,300,84.00750000000001,480,1
20:16:09,11201,300,84.35899581589959,478,1
20:15:30,11201,300,76.80685714285715,525,1
20:16:20,11201,300,84.53584905660378,477,1
20:16:33,11201,300,85.43135593220339,472,12
20:15:25,11201,300,74.53530499075785,541,1
20:15:29,11201,300,74.81187384044527,539,1
20:15:43,11201,300,76.66083650190114,526,12
20:16:22,11201,300,82.63032786885246,488,1
20:15:56,11201,300,77.39654510556622,521,1
20:16:31,11201,300,81.95853658536585,492,1
20:16:47,11201,300,83.48571428571428,483,1
20:17:01,11201,300,85.79489361702127,470,1
20:17:00,11201,300,83.83284823284824,481,1
20:17:15,11201,300,84.53584905660378,477,1
20:17:03,11201,300,81.95853658536585,492,1
20:16:52,11201,300,79.84871287128713,505,1
20:17:02,11201,300,80.48622754491018,501,1
20:17:27,11201,300,84.00750000000001,480,1
20:17:06,11201,300,80.00714285714285,504,1
20:17:24,11201,300,82.2930612244898,490,1
20:17:08,11201,300,77.24827586206897,522,13
20:15:14,11201,300,62.71166407465008,643,13
20:15:24,11201,300,63.50173228346457,635,1
20:15:35,11201,300,64.41469648562301,626,1
20:15:38,11201,300,64.51776000000001,625,1
20:15:41,11201,300,64.72487961476726,623,1
20:16:04,11201,300,66.98272425249169,602,1
20:16:27,11201,300,69.52344827586207,580,1
20:16:36,11201,300,70.37277486910995,573,1
20:16:50,11201,300,71.87807486631016,561,1
20:17:14,11201,300,74.67333333333335,540,12
20:17:39,11201,300,77.69479768786128,519,1
20:17:29,11201,300,76.0822641509434,530,1
20:17:30,11201,300,76.22608695652174,529,1
20:17:59,11201,300,80.48622754491018,501,1
20:19:01,11201,300,91.64454545454545,440,1
20:18:22,11201,300,84.00750000000001,480,1
20:17:47,11201,300,78.29825242718447,515,1
20:17:42,11201,300,77.39654510556622,521,1
20:18:30,11201,300,85.2507399577167,473,1
20:19:08,11201,300,92.48532110091743,436,1
20:18:16,11201,300,82.63032786885246,488,1
20:18:26,11201,300,83.83284823284824,481,1
20:18:34,11201,300,84.35899581589959,478,1
20:18:53,11201,300,82.63032786885246,488,12
20:18:59,11201,300,83.48571428571428,483,1
20:17:32,11201,300,70.4958041958042,572,14
20:18:45,11201,300,80.64720000000001,500,1
20:17:34,11201,300,68.11418918918919,592,13
20:17:46,11201,300,69.28453608247423,582,1
20:18:21,11201,300,73.58321167883213,548,12
20:18:27,11201,300,74.12426470588235,544,1
20:18:49,11201,300,77.10057361376673,523,1
20:20:15,11201,300,90.20939597315436,447,1
20:20:10,11201,300,88.81850220264317,454,1
20:19:07,11201,300,77.10057361376673,523,12
20:19:33,11201,300,81.13400402414487,497,1
20:19:11,11201,300,77.5453846153846,520,1
20:19:13,11201,300,77.69479768786128,519,1
20:19:35,11201,300,80.80881763527054,499,1
20:20:29,11201,300,89.608,450,1
20:19:45,11201,300,80.80881763527054,499,12
20:19:56,11201,300,81.79229208924949,493,1
20:20:14,11201,300,84.53584905660378,477,1
20:20:16,11201,300,82.2930612244898,490,1
20:19:28,11201,300,73.71773308957953,547,14
20:20:43,11201,300,85.43135593220339,472,12
20:20:11,11201,300,79.69090909090909,506,1
20:20:01,11201,300,77.99535783365572,517,1
20:20:27,11201,300,81.79229208924949,493,1
20:20:39,11201,300,83.31322314049588,484,1
20:21:21,11201,300,91.02392776523702,443,1
20:20:18,11201,300,79.22121807465618,509,1
20:20:45,11201,300,83.31322314049588,484,1
20:21:01,11201,300,86.16153846153847,468,1
20:21:31,11201,300,90.20939597315436,447,1
20:20:52,11201,300,82.1254582484725,491,1
20:19:23,11201,300,69.40378657487092,581,1
20:20:58,11201,300,82.97037037037038,486,1
20:19:48,11201,300,72.39425493716338,557,1
20:19:39,11201,300,70.99225352112677,568,12
20:21:05,11201,300,82.97037037037038,486,1
20:22:07,11201,300,94.65633802816902,426,1
20:21:10,11201,300,82.2930612244898,490,1
20:22:29,11201,300,97.6358353510896,413,1
20:19:52,11201,300,69.40378657487092,581,1
20:20:02,11201,300,70.37277486910995,573,1
20:20:32,11201,300,73.98825688073394,545,1
20:20:40,11201,300,74.95092936802973,538,1
20:20:59,11201,300,77.24827586206897,522,1
20:21:57,11201,300,84.00750000000001,480,1
20:21:36,11201,300,80.32589641434262,502,12
20:22:05,11201,300,84.53584905660378,477,12
20:22:15,11201,300,85.07088607594937,474,1
20:22:58,11201,300,93.34166666666667,432,1
20:22:42,11201,300,89.8075723830735,449,1
20:22:51,11201,300,91.64454545454545,440,1
20:21:28,11201,300,76.22608695652174,529,1
20:22:41,11201,300,87.46984815618221,461,1
20:22:37,11201,300,84.71344537815126,476,1
20:22:25,11201,300,81.95853658536585,492,1
20:23:55,11201,300,93.99440559440559,429,1
20:23:21,11201,300,86.16153846153847,468,1
20:23:15,11201,300,82.63032786885246,488,1
20:23:06,11201,300,80.9710843373494,498,1
20:24:05,11201,300,91.64454545454545,440,1
20:20:51,11201,300,62.90733229329173,641,1
20:21:04,11201,300,64.10747217806042,629,1
20:21:09,11201,300,64.41469648562301,626,1
20:21:25,11201,300,65.88823529411765,612,1
20:21:14,11201,300,64.51776000000001,625,1
20:24:04,11201,300,88.62329670329672,455,1
20:21:41,11201,300,67.31819699499165,599,12
20:21:50,11201,300,68.11418918918919,592,1
20:22:20,11201,300,71.6227353463588,563,12
20:22:32,11201,300,72.91790235081375,553,12
20:22:27,11201,300,72.00642857142857,560,14
20:23:56,11201,300,85.07088607594937,474,12
20:24:40,11201,300,93.55823665893273,431,1
20:23:00,11201,300,75.23059701492537,536,1
20:24:17,11201,300,87.66000000000001,460,14
20:23:25,11201,300,78.60350877192982,513,1
20:24:07,11201,300,85.2507399577167,473,1
20:24:34,11201,300,90.00803571428571,448,1
20:23:57,11201,300,83.14144329896908,485,12
20:24:00,11201,300,82.97037037037038,486,1
20:24:25,11201,300,87.28051948051947,462,1
20:24:13,11201,300,84.00750000000001,480,12
20:24:52,11201,300,90.81891891891892,444,1
20:24:46,11201,300,88.81850220264317,454,1
20:24:42,11201,300,87.28051948051947,462,12
20:25:08,11201,300,91.85330296127563,439,1
20:24:51,11201,300,87.66000000000001,460,1
20:23:28,11201,300,73.44918032786885,549,1
20:25:11,11201,300,90.41165919282511,446,12
20:25:22,11201,300,92.69793103448275,435,1
20:24:56,11201,300,86.53133047210301,466,1
20:24:45,11201,300,82.63032786885246,488,1
20:24:29,11201,300,79.5337278106509,507,1
20:24:41,11201,300,79.69090909090909,506,1
20:25:54,11201,300,91.02392776523702,443,1
20:24:38,11201,300,76.22608695652174,529,1
20:25:40,11201,300,86.34603854389721,467,1
20:25:43,11201,300,82.8,487,1
20:25:57,11201,300,84.89178947368421,475,1
20:25:21,11201,300,77.5453846153846,520,14
20:26:14,11201,300,85.43135593220339,472,12
20:25:23,11201,300,76.95343511450382,524,1
20:25:24,11201,300,76.66083650190114,526,1
20:26:31,11201,300,86.16153846153847,468,14
20:26:25,11201,300,83.31322314049588,484,1
20:25:27,11201,300,73.31563636363637,550,1
20:25:25,11201,300,71.6227353463588,563,13
20:25:29,11201,300,72.00642857142857,560,1
20:26:24,11201,300,79.69090909090909,506,1
20:26:22,11201,300,79.22121807465618,509,1
